TipoTumor,Farmaco,Resultados
Colorectal Carcinoma Invasive,OSIMERTINIB,0
Colorectal Carcinoma Invasive,NIVOlumab,5
Colorectal Carcinoma Invasive,ABEMACICLIB,1
Colorectal Carcinoma Invasive,EMTANSINA TRASTUZUMAB,0
Colorectal Carcinoma Invasive,PERTuzumab,1
Colorectal Carcinoma Invasive,PANItumumab,69
Colorectal Carcinoma Invasive,ALECTINIB,1
Colorectal Carcinoma Invasive,DABRAFENIB,3
Colorectal Carcinoma Invasive,NIRAPARIB,0
Colorectal Carcinoma Invasive,TRASTuzumab,15
Colorectal Carcinoma Invasive,CABOZANTINIB,2
Colorectal Carcinoma Invasive,DERUXTECAN TRASTUZUMAB,0
Colorectal Carcinoma Invasive,RAMUCIRUMAB,4
Colorectal Carcinoma Invasive,ATEZOlizumab,3
Colorectal Carcinoma Invasive,BEVACIZUMAB,168
Colorectal Carcinoma Invasive,OLAPARIB,1
Colorectal Carcinoma Invasive,TRAMETINIB,9
Colorectal Carcinoma Invasive,RIBOCICLIB,0
Colorectal Carcinoma Invasive,DURVALUMAB,2
Colorectal Carcinoma Invasive,LENVATINIB,1
Colorectal Carcinoma Invasive,PALBOCICLIB,4
Colorectal Carcinoma Invasive,TRIFLURIDINA TIPIRACILO,2
Colorectal Carcinoma Invasive,IPILIMUMAB,3
Colorectal Carcinoma Invasive,PAZOPANIB,1
Colorectal Carcinoma Invasive,CRIZOTINIB,3
Colorectal Carcinoma Invasive,TRABECTEDINA,0
Colorectal Carcinoma Invasive,AVELumab,1
Colorectal Carcinoma Invasive,LORLATINIB,0
Colorectal Carcinoma Invasive,ENZALUTAMIDA,0
Colorectal Carcinoma Invasive,AFATINIB,2
Colorectal Carcinoma Invasive,CAPECITABINA,136
Colorectal Carcinoma Invasive,CETUXIMAB,137
Colorectal Carcinoma Invasive,PACLitaxel ALBUMINA,0
Colorectal Carcinoma Invasive,AFLIBERCEPT,5
Colorectal Carcinoma Invasive,SACITUZUMAB GOVITECAN,1
Colorectal Carcinoma Invasive,eriBULina,0
Colorectal Carcinoma Invasive,PACLITAXEL,55
Colorectal Carcinoma Invasive,CLORURO DE SODIO,0
Colorectal Carcinoma Invasive,ENCORAFENIB,2
Colorectal Carcinoma Invasive,EVEROLIMUS,4
Colorectal Carcinoma Invasive,VINORELBINA,2
Colorectal Carcinoma Invasive,PEMETREXED,0
Colorectal Carcinoma Invasive,BINIMETINIB,2
Colorectal Carcinoma Invasive,CARBOPLATINO,15
Colorectal Carcinoma Invasive,ABIRATERONA,0
Colorectal Carcinoma Invasive,DENOSUMAB,0
Colorectal Carcinoma Invasive,EVEROLIMUS,4
Colorectal Carcinoma Invasive,FILGRASTIM,0
Colorectal Carcinoma Invasive,FLUOROURACILO,848
Colorectal Carcinoma Invasive,DOXORUBICINA,74
Colorectal Carcinoma Invasive,GEMCITABINA,20
Colorectal Carcinoma Invasive,REGORAFENIB,24
Colorectal Carcinoma Invasive,SELPERCATINIB,1
Colorectal Carcinoma Invasive,REMDESIVIR,0
Colorectal Carcinoma Invasive,ENOXAPARINA,1
Colorectal Carcinoma Invasive,IRINOTECAN,153
Colorectal Carcinoma Invasive,NINTEDANIB,2
Colorectal Carcinoma Invasive,PLERIXAFOR,3
Colorectal Carcinoma Invasive,ALPELISIB,2
Colorectal Carcinoma Invasive,RUCAPARIB,0
Colorectal Carcinoma Invasive,ALBÚMINA,0
Colorectal Carcinoma Invasive,TEMOZOLOMIDA,4
Colorectal Carcinoma Invasive,OXALIPLATINO,355
Colorectal Carcinoma Invasive,SOTORASIB,2
