farmaco,term,count
ipilimumab,THYROIDITIS,288
ipilimumab,ATRIAL FIBRILLATION,286
ipilimumab,CHILLS,285
ipilimumab,METASTASES TO CENTRAL NERVOUS SYSTEM,282
ipilimumab,NEUTROPENIA,277
ipilimumab,RASH MACULO-PAPULAR,270
ipilimumab,URINARY TRACT INFECTION,270
ipilimumab,TYPE 1 DIABETES MELLITUS,269
ipilimumab,HYPERGLYCAEMIA,268
ipilimumab,AUTOIMMUNE COLITIS,266
ipilimumab,FEBRILE NEUTROPENIA,257
ipilimumab,DIABETES MELLITUS,255
ipilimumab,MYOSITIS,254
ipilimumab,CONFUSIONAL STATE,252
ipilimumab,HYPOKALAEMIA,250
ipilimumab,AUTOIMMUNE DISORDER,249
ipilimumab,MYALGIA,245
ipilimumab,ARTHRITIS,240
ipilimumab,NEUROPATHY PERIPHERAL,229
ipilimumab,FALL,227
ipilimumab,IMMUNE-MEDIATED HEPATIC DISORDER,227
ipilimumab,PANCREATITIS,217
ipilimumab,HYPERTENSION,207
ipilimumab,INFUSION RELATED REACTION,206
ipilimumab,HEPATOTOXICITY,205
ipilimumab,PLATELET COUNT DECREASED,204
ipilimumab,SEPTIC SHOCK,204
ipilimumab,LIPASE INCREASED,202
ipilimumab,NEOPLASM MALIGNANT,199
ipilimumab,PAIN IN EXTREMITY,199
ipilimumab,CYTOKINE RELEASE SYNDROME,198
ipilimumab,HEPATIC ENZYME INCREASED,198
ipilimumab,DRUG-INDUCED LIVER INJURY,197
ipilimumab,CARDIAC FAILURE,196
ipilimumab,BLOOD CREATININE INCREASED,195
ipilimumab,INTESTINAL PERFORATION,195
ipilimumab,RASH PRURITIC,194
ipilimumab,INSOMNIA,192
ipilimumab,HOSPITALISATION,188
pazopanib,DEATH,4499
pazopanib,DIARRHOEA,3546
pazopanib,FATIGUE,2461
pazopanib,NAUSEA,2396
pazopanib,MALIGNANT NEOPLASM PROGRESSION,1591
pazopanib,DECREASED APPETITE,1421
pazopanib,VOMITING,1386
pazopanib,DRUG INEFFECTIVE,1374
pazopanib,HYPERTENSION,1243
pazopanib,DISEASE PROGRESSION,942
pazopanib,ASTHENIA,919
pazopanib,MALAISE,897
pazopanib,WEIGHT DECREASED,877
pazopanib,DYSPNOEA,833
pazopanib,HAIR COLOUR CHANGES,815
pazopanib,BLOOD PRESSURE INCREASED,775
pazopanib,PRODUCT USE IN UNAPPROVED INDICATION,742
pazopanib,HEADACHE,711
pazopanib,PAIN,670
pazopanib,ABDOMINAL PAIN,515
pazopanib,DYSGEUSIA,501
pazopanib,PYREXIA,490
pazopanib,RASH,488
pazopanib,ABDOMINAL PAIN UPPER,482
pazopanib,PAIN IN EXTREMITY,418
pazopanib,ABDOMINAL DISCOMFORT,412
pazopanib,DEHYDRATION,411
pazopanib,DIZZINESS,402
pazopanib,OFF LABEL USE,395
pazopanib,CONSTIPATION,388
pazopanib,HEPATIC ENZYME INCREASED,383
pazopanib,COUGH,378
pazopanib,ALANINE AMINOTRANSFERASE INCREASED,373
pazopanib,ANAEMIA,369
pazopanib,METASTASES TO LUNG,352
pazopanib,PNEUMONIA,341
pazopanib,BACK PAIN,333
pazopanib,PLATELET COUNT DECREASED,330
pazopanib,ARTHRALGIA,321
pazopanib,STOMATITIS,319
pazopanib,GENERAL PHYSICAL HEALTH DETERIORATION,310
pazopanib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,305
pazopanib,ALOPECIA,299
pazopanib,ASPARTATE AMINOTRANSFERASE INCREASED,293
pazopanib,THROMBOCYTOPENIA,276
pazopanib,PLEURAL EFFUSION,275
pazopanib,RENAL CELL CARCINOMA,273
pazopanib,HEPATIC FUNCTION ABNORMAL,272
pazopanib,NEOPLASM MALIGNANT,260
pazopanib,BLOOD BILIRUBIN INCREASED,255
pazopanib,HYPOTHYROIDISM,237
pazopanib,CHEST PAIN,231
pazopanib,AGEUSIA,225
pazopanib,MUSCLE SPASMS,224
pazopanib,NEOPLASM PROGRESSION,223
pazopanib,RENAL IMPAIRMENT,223
pazopanib,HOSPITALISATION,218
pazopanib,RENAL CANCER,212
pazopanib,EPISTAXIS,210
pazopanib,DRUG INTOLERANCE,209
pazopanib,HEPATOTOXICITY,208
pazopanib,ADVERSE DRUG REACTION,205
pazopanib,GAIT DISTURBANCE,203
pazopanib,LIVER DISORDER,203
pazopanib,PRURITUS,199
pazopanib,DYSPEPSIA,198
pazopanib,JAUNDICE,195
pazopanib,FALL,194
pazopanib,PROTEINURIA,193
pazopanib,CONFUSIONAL STATE,191
pazopanib,BLOOD CREATININE INCREASED,190
pazopanib,FEELING ABNORMAL,187
pazopanib,MYALGIA,186
pazopanib,DRUG DOSE OMISSION,183
pazopanib,OEDEMA PERIPHERAL,182
pazopanib,SKIN DISCOLOURATION,182
pazopanib,CEREBROVASCULAR ACCIDENT,181
pazopanib,DRUG INTERACTION,180
pazopanib,RENAL FAILURE,178
pazopanib,LIVER FUNCTION TEST ABNORMAL,176
pazopanib,PNEUMOTHORAX,176
pazopanib,HOSPICE CARE,175
pazopanib,METASTATIC RENAL CELL CARCINOMA,174
pazopanib,CARDIAC FAILURE,171
pazopanib,ACUTE KIDNEY INJURY,170
pazopanib,PRODUCT USE ISSUE,170
pazopanib,METASTASES TO LIVER,166
pazopanib,METASTASES TO CENTRAL NERVOUS SYSTEM,164
pazopanib,INSOMNIA,161
pazopanib,MYOCARDIAL INFARCTION,160
pazopanib,PULMONARY EMBOLISM,159
pazopanib,ABDOMINAL DISTENSION,157
pazopanib,URINARY TRACT INFECTION,157
pazopanib,ERYTHEMA,156
pazopanib,NEUTROPENIA,156
pazopanib,PERIPHERAL SWELLING,154
pazopanib,METASTASES TO BONE,153
pazopanib,BLISTER,152
pazopanib,THERAPY CESSATION,150
pazopanib,TOXICITY TO VARIOUS AGENTS,149
crizotinib,DEATH,2168
crizotinib,DISEASE PROGRESSION,1221
crizotinib,NEOPLASM PROGRESSION,1125
crizotinib,NAUSEA,1072
crizotinib,DIARRHOEA,801
crizotinib,VOMITING,745
crizotinib,FATIGUE,532
crizotinib,DYSPNOEA,419
crizotinib,CONSTIPATION,411
crizotinib,LUNG NEOPLASM MALIGNANT,407
crizotinib,OEDEMA PERIPHERAL,406
crizotinib,VISUAL IMPAIRMENT,396
crizotinib,OFF LABEL USE,391
crizotinib,DECREASED APPETITE,352
crizotinib,ASTHENIA,316
crizotinib,PNEUMONIA,315
crizotinib,MALAISE,300
crizotinib,DIZZINESS,299
crizotinib,PLEURAL EFFUSION,294
crizotinib,NON-SMALL CELL LUNG CANCER,273
crizotinib,PERIPHERAL SWELLING,267
crizotinib,PYREXIA,246
crizotinib,COUGH,240
crizotinib,MALIGNANT NEOPLASM PROGRESSION,229
crizotinib,NEOPLASM MALIGNANT,222
crizotinib,DYSGEUSIA,193
crizotinib,DRUG INEFFECTIVE,189
crizotinib,RASH,188
crizotinib,OEDEMA,187
crizotinib,WEIGHT DECREASED,182
crizotinib,DYSPHAGIA,175
crizotinib,PAIN,175
crizotinib,PULMONARY EMBOLISM,169
crizotinib,INTERSTITIAL LUNG DISEASE,165
crizotinib,PRODUCT USE ISSUE,164
crizotinib,PRODUCT USE IN UNAPPROVED INDICATION,162
crizotinib,VISION BLURRED,162
crizotinib,DEHYDRATION,161
crizotinib,ALANINE AMINOTRANSFERASE INCREASED,159
crizotinib,HEADACHE,159
crizotinib,RENAL IMPAIRMENT,159
crizotinib,ANAEMIA,156
crizotinib,HYPOTENSION,144
crizotinib,NEUTROPENIA,143
crizotinib,PNEUMONITIS,142
crizotinib,PHOTOPSIA,135
crizotinib,DRUG INTERACTION,131
crizotinib,ASPARTATE AMINOTRANSFERASE INCREASED,129
crizotinib,BLOOD CREATININE INCREASED,127
crizotinib,RENAL FAILURE,126
crizotinib,GENERAL PHYSICAL HEALTH DETERIORATION,121
crizotinib,BRADYCARDIA,119
crizotinib,DRUG RESISTANCE,119
crizotinib,HEPATIC ENZYME INCREASED,116
crizotinib,DYSPEPSIA,115
crizotinib,RESPIRATORY FAILURE,112
crizotinib,ABDOMINAL PAIN,110
crizotinib,DEEP VEIN THROMBOSIS,106
crizotinib,METASTASES TO CENTRAL NERVOUS SYSTEM,106
crizotinib,WEIGHT INCREASED,106
crizotinib,ABDOMINAL DISCOMFORT,105
crizotinib,FALL,105
crizotinib,CONDITION AGGRAVATED,104
crizotinib,CARDIAC FAILURE,103
crizotinib,HEPATIC FUNCTION ABNORMAL,101
crizotinib,ELECTROCARDIOGRAM QT PROLONGED,100
crizotinib,PERICARDIAL EFFUSION,100
crizotinib,ABDOMINAL PAIN UPPER,99
crizotinib,OESOPHAGITIS,99
crizotinib,BACK PAIN,98
crizotinib,WHITE BLOOD CELL COUNT DECREASED,94
crizotinib,CHEST PAIN,92
crizotinib,HEPATOTOXICITY,90
crizotinib,THROMBOCYTOPENIA,89
crizotinib,THROMBOSIS,89
crizotinib,PAIN IN EXTREMITY,88
crizotinib,PULMONARY OEDEMA,88
crizotinib,SEPSIS,87
crizotinib,TRANSAMINASES INCREASED,85
crizotinib,HYPOAESTHESIA,83
crizotinib,ACUTE KIDNEY INJURY,82
crizotinib,ARTHRALGIA,81
crizotinib,STOMATITIS,81
crizotinib,SEIZURE,79
crizotinib,JOINT SWELLING,77
crizotinib,VITREOUS FLOATERS,75
crizotinib,FEBRILE NEUTROPENIA,74
crizotinib,HAEMOGLOBIN DECREASED,74
crizotinib,LIVER DISORDER,73
crizotinib,NEUROPATHY PERIPHERAL,73
crizotinib,CONFUSIONAL STATE,72
crizotinib,HYPONATRAEMIA,71
crizotinib,HYPOXIA,70
crizotinib,NEUTROPHIL COUNT DECREASED,70
crizotinib,SECOND PRIMARY MALIGNANCY,70
crizotinib,GASTROOESOPHAGEAL REFLUX DISEASE,69
crizotinib,HEART RATE DECREASED,69
crizotinib,LIVER FUNCTION TEST ABNORMAL,69
crizotinib,LUNG ADENOCARCINOMA,69
crizotinib,ABDOMINAL DISTENSION,68
trabectedin,NEUTROPENIA,217
trabectedin,ANAEMIA,186
trabectedin,THROMBOCYTOPENIA,173
trabectedin,NAUSEA,166
trabectedin,FEBRILE NEUTROPENIA,153
trabectedin,PANCYTOPENIA,139
trabectedin,VOMITING,130
trabectedin,RHABDOMYOLYSIS,112
trabectedin,ALANINE AMINOTRANSFERASE INCREASED,109
trabectedin,PYREXIA,100
trabectedin,ASPARTATE AMINOTRANSFERASE INCREASED,96
trabectedin,ASTHENIA,94
trabectedin,OFF LABEL USE,94
trabectedin,FATIGUE,90
trabectedin,DISEASE PROGRESSION,87
trabectedin,ACUTE KIDNEY INJURY,82
trabectedin,PLATELET COUNT DECREASED,78
trabectedin,DIARRHOEA,75
trabectedin,LEUKOPENIA,75
trabectedin,BLOOD CREATINE PHOSPHOKINASE INCREASED,66
trabectedin,NEUTROPHIL COUNT DECREASED,66
trabectedin,HEPATOTOXICITY,65
trabectedin,DEATH,61
trabectedin,PNEUMONIA,59
trabectedin,DRUG INEFFECTIVE,58
trabectedin,SEPSIS,57
trabectedin,TRANSAMINASES INCREASED,57
trabectedin,WHITE BLOOD CELL COUNT DECREASED,57
trabectedin,DYSPNOEA,54
trabectedin,HAEMATOTOXICITY,53
trabectedin,DECREASED APPETITE,52
trabectedin,GAMMA-GLUTAMYLTRANSFERASE INCREASED,48
trabectedin,RENAL FAILURE,45
trabectedin,HEPATIC FUNCTION ABNORMAL,44
trabectedin,MALIGNANT NEOPLASM PROGRESSION,43
trabectedin,BONE MARROW FAILURE,42
trabectedin,BLOOD ALKALINE PHOSPHATASE INCREASED,40
trabectedin,MUCOSAL INFLAMMATION,40
trabectedin,ACUTE MYELOID LEUKAEMIA,38
trabectedin,CARDIAC FAILURE,36
trabectedin,ABDOMINAL PAIN,35
trabectedin,BLOOD BILIRUBIN INCREASED,35
trabectedin,CONSTIPATION,34
trabectedin,MALAISE,31
trabectedin,PRODUCT USE IN UNAPPROVED INDICATION,30
trabectedin,MYALGIA,29
trabectedin,DEVICE RELATED INFECTION,28
trabectedin,HAEMOGLOBIN DECREASED,28
trabectedin,ASCITES,27
trabectedin,HEPATIC ENZYME INCREASED,27
trabectedin,HEPATIC FAILURE,27
trabectedin,PLEURAL EFFUSION,27
trabectedin,TOXICITY TO VARIOUS AGENTS,27
trabectedin,DEHYDRATION,24
trabectedin,DRUG INTERACTION,24
trabectedin,PNEUMONITIS,24
trabectedin,SEPTIC SHOCK,24
trabectedin,ATRIAL FIBRILLATION,23
trabectedin,CAPILLARY LEAK SYNDROME,23
trabectedin,EXTRAVASATION,23
trabectedin,INTERSTITIAL LUNG DISEASE,23
trabectedin,OEDEMA PERIPHERAL,23
trabectedin,PRODUCT USE ISSUE,23
trabectedin,RENAL IMPAIRMENT,23
trabectedin,HEPATOCELLULAR INJURY,22
trabectedin,NEUROPATHY PERIPHERAL,22
trabectedin,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,22
trabectedin,UNDERDOSE,22
trabectedin,BLOOD CREATININE INCREASED,21
trabectedin,DISEASE RECURRENCE,21
trabectedin,HYPERSENSITIVITY,20
trabectedin,HYPERTRANSAMINASAEMIA,20
trabectedin,INFECTION,20
trabectedin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,20
trabectedin,RESPIRATORY FAILURE,20
trabectedin,HYPOALBUMINAEMIA,19
trabectedin,HYPOKALAEMIA,19
trabectedin,URINARY TRACT INFECTION,19
trabectedin,HYPOTENSION,18
trabectedin,GENERAL PHYSICAL HEALTH DETERIORATION,17
trabectedin,HYPERTENSION,17
trabectedin,HYPONATRAEMIA,17
trabectedin,INTESTINAL OBSTRUCTION,17
trabectedin,PULMONARY EMBOLISM,17
trabectedin,CHOLESTASIS,16
trabectedin,EJECTION FRACTION DECREASED,16
trabectedin,ENCEPHALOPATHY,16
trabectedin,LEFT VENTRICULAR DYSFUNCTION,16
trabectedin,LIVER DISORDER,16
trabectedin,NEOPLASM PROGRESSION,16
trabectedin,STOMATITIS,16
trabectedin,ADVERSE EVENT,15
trabectedin,CEREBROVASCULAR ACCIDENT,15
trabectedin,DRUG HYPERSENSITIVITY,15
trabectedin,HEADACHE,15
trabectedin,LIVER FUNCTION TEST ABNORMAL,15
trabectedin,LYMPHANGIOLEIOMYOMATOSIS,15
trabectedin,NEUTROPENIC SEPSIS,15
trabectedin,PAIN,15
trabectedin,PULMONARY OEDEMA,15
avelumab,DEATH,284
avelumab,DISEASE PROGRESSION,242
avelumab,OFF LABEL USE,185
avelumab,DIARRHOEA,150
avelumab,INFUSION RELATED REACTION,132
avelumab,PYREXIA,126
avelumab,FATIGUE,111
avelumab,NEOPLASM PROGRESSION,111
avelumab,NAUSEA,98
avelumab,HYPERTENSION,87
avelumab,DYSPNOEA,85
avelumab,CHILLS,83
avelumab,DECREASED APPETITE,76
avelumab,GENERAL PHYSICAL HEALTH DETERIORATION,76
avelumab,HYPOTHYROIDISM,76
avelumab,RASH,75
avelumab,ACUTE KIDNEY INJURY,72
avelumab,MALAISE,70
avelumab,PNEUMONIA,68
avelumab,VOMITING,66
avelumab,INTERSTITIAL LUNG DISEASE,62
avelumab,THROMBOCYTOPENIA,61
avelumab,COLITIS,59
avelumab,ANAEMIA,57
avelumab,PNEUMONITIS,57
avelumab,SEPSIS,56
avelumab,MALIGNANT NEOPLASM PROGRESSION,54
avelumab,FEBRILE NEUTROPENIA,53
avelumab,ADRENAL INSUFFICIENCY,52
avelumab,NEUROPATHY PERIPHERAL,52
avelumab,MYOCARDITIS,43
avelumab,ASTHENIA,42
avelumab,DEHYDRATION,41
avelumab,HYPOTENSION,41
avelumab,BACK PAIN,40
avelumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,40
avelumab,PRURITUS,40
avelumab,NEUTROPENIA,39
avelumab,HEPATIC FUNCTION ABNORMAL,38
avelumab,PULMONARY EMBOLISM,38
avelumab,CONSTIPATION,37
avelumab,DIZZINESS,37
avelumab,DRUG INEFFECTIVE,36
avelumab,HEPATITIS,36
avelumab,MYOSITIS,35
avelumab,HYPONATRAEMIA,34
avelumab,RENAL IMPAIRMENT,33
avelumab,DYSPHONIA,32
avelumab,SKIN TOXICITY,32
avelumab,ABDOMINAL PAIN,31
avelumab,PRODUCT USE IN UNAPPROVED INDICATION,31
avelumab,HAEMOGLOBIN DECREASED,30
avelumab,HYPERTHYROIDISM,30
avelumab,ALANINE AMINOTRANSFERASE INCREASED,29
avelumab,PLATELET COUNT DECREASED,29
avelumab,BLOOD PRESSURE INCREASED,28
avelumab,TRANSAMINASES INCREASED,28
avelumab,PAIN,27
avelumab,ASPARTATE AMINOTRANSFERASE INCREASED,26
avelumab,CONDITION AGGRAVATED,26
avelumab,HAEMATURIA,26
avelumab,RENAL FAILURE,26
avelumab,RESPIRATORY FAILURE,26
avelumab,ATRIAL FIBRILLATION,25
avelumab,COUGH,25
avelumab,FALL,24
avelumab,HEADACHE,24
avelumab,PLEURAL EFFUSION,24
avelumab,SYNCOPE,24
avelumab,ARTHRALGIA,23
avelumab,CONFUSIONAL STATE,23
avelumab,HYPERSENSITIVITY,23
avelumab,STOMATITIS,23
avelumab,URINARY TRACT INFECTION,23
avelumab,WEIGHT DECREASED,23
avelumab,ARTHRITIS,22
avelumab,MUCOSAL INFLAMMATION,22
avelumab,PANCREATITIS,21
avelumab,TREMOR,21
avelumab,BLOOD CREATININE INCREASED,20
avelumab,CARDIAC FAILURE,20
avelumab,DIABETES MELLITUS,20
avelumab,HYPERGLYCAEMIA,20
avelumab,HYPOKALAEMIA,20
avelumab,MYALGIA,20
avelumab,NEUTROPHIL COUNT DECREASED,20
avelumab,OXYGEN SATURATION DECREASED,20
avelumab,CHEST PAIN,19
avelumab,DEVICE RELATED INFECTION,19
avelumab,LIVER DISORDER,19
avelumab,MYASTHENIA GRAVIS,19
avelumab,DYSPHAGIA,18
avelumab,HEPATOTOXICITY,18
avelumab,SEPTIC SHOCK,18
avelumab,THYROIDITIS,18
avelumab,CARDIAC ARREST,17
avelumab,ENCEPHALITIS,16
avelumab,HYPOXIA,16
avelumab,METASTASES TO CENTRAL NERVOUS SYSTEM,16
avelumab,MUSCULAR WEAKNESS,16
lorlatinib,DEATH,714
lorlatinib,NEOPLASM PROGRESSION,542
lorlatinib,OFF LABEL USE,227
lorlatinib,BLOOD CHOLESTEROL INCREASED,134
lorlatinib,DYSPNOEA,130
lorlatinib,WEIGHT INCREASED,121
lorlatinib,OEDEMA PERIPHERAL,118
lorlatinib,HALLUCINATION,116
lorlatinib,HYPERCHOLESTEROLAEMIA,113
lorlatinib,OEDEMA,102
lorlatinib,FATIGUE,95
lorlatinib,PLEURAL EFFUSION,94
lorlatinib,COGNITIVE DISORDER,93
lorlatinib,PNEUMONIA,90
lorlatinib,DIARRHOEA,83
lorlatinib,DISEASE PROGRESSION,81
lorlatinib,PERIPHERAL SWELLING,81
lorlatinib,NEUROPATHY PERIPHERAL,80
lorlatinib,BLOOD TRIGLYCERIDES INCREASED,71
lorlatinib,HYPERLIPIDAEMIA,71
lorlatinib,CONFUSIONAL STATE,68
lorlatinib,HYPERTRIGLYCERIDAEMIA,65
lorlatinib,MEMORY IMPAIRMENT,63
lorlatinib,NAUSEA,63
lorlatinib,PAIN,63
lorlatinib,HEADACHE,60
lorlatinib,DIZZINESS,58
lorlatinib,MALAISE,58
lorlatinib,ASTHENIA,57
lorlatinib,DRUG INEFFECTIVE,57
lorlatinib,PULMONARY EMBOLISM,55
lorlatinib,ARTHRALGIA,51
lorlatinib,PYREXIA,51
lorlatinib,NERVOUS SYSTEM DISORDER,48
lorlatinib,PAIN IN EXTREMITY,48
lorlatinib,HAEMOGLOBIN DECREASED,47
lorlatinib,"HALLUCINATION, AUDITORY",46
lorlatinib,MALIGNANT NEOPLASM PROGRESSION,46
lorlatinib,SPEECH DISORDER,46
lorlatinib,COUGH,45
lorlatinib,GAIT DISTURBANCE,44
lorlatinib,"HALLUCINATION, VISUAL",42
lorlatinib,LOW DENSITY LIPOPROTEIN INCREASED,42
lorlatinib,VISUAL IMPAIRMENT,41
lorlatinib,PERICARDIAL EFFUSION,40
lorlatinib,ANXIETY,39
lorlatinib,GENERAL PHYSICAL HEALTH DETERIORATION,39
lorlatinib,PRODUCT USE IN UNAPPROVED INDICATION,39
lorlatinib,RASH,39
lorlatinib,VOMITING,39
lorlatinib,ANAEMIA,38
lorlatinib,BLOOD GLUCOSE INCREASED,37
lorlatinib,PNEUMONITIS,37
lorlatinib,CONSTIPATION,36
lorlatinib,CARDIAC FAILURE,35
lorlatinib,INSOMNIA,35
lorlatinib,PSYCHOTIC DISORDER,35
lorlatinib,BLOOD PRESSURE INCREASED,34
lorlatinib,FALL,34
lorlatinib,FEELING ABNORMAL,34
lorlatinib,PARAESTHESIA,34
lorlatinib,DEPRESSION,33
lorlatinib,MENTAL DISORDER,33
lorlatinib,THROMBOCYTOPENIA,33
lorlatinib,WEIGHT DECREASED,33
lorlatinib,BACK PAIN,32
lorlatinib,CONDITION AGGRAVATED,32
lorlatinib,COVID-19,32
lorlatinib,DELIRIUM,32
lorlatinib,SEIZURE,32
lorlatinib,DYSPHAGIA,31
lorlatinib,AMNESIA,30
lorlatinib,DYSLIPIDAEMIA,30
lorlatinib,CEREBROVASCULAR ACCIDENT,29
lorlatinib,CARPAL TUNNEL SYNDROME,28
lorlatinib,HYPERTENSION,28
lorlatinib,MUSCULAR WEAKNESS,28
lorlatinib,ASCITES,27
lorlatinib,DRUG RESISTANCE,27
lorlatinib,FLUID RETENTION,27
lorlatinib,MYALGIA,27
lorlatinib,DECREASED APPETITE,26
lorlatinib,ELECTROCARDIOGRAM QT PROLONGED,26
lorlatinib,HYPOAESTHESIA,26
lorlatinib,PLATELET COUNT DECREASED,26
lorlatinib,RENAL IMPAIRMENT,26
lorlatinib,RENAL FAILURE,25
lorlatinib,CHEST PAIN,24
lorlatinib,BLOOD CREATININE INCREASED,23
lorlatinib,BRAIN OEDEMA,23
lorlatinib,DRUG INTERACTION,23
lorlatinib,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,23
lorlatinib,RESPIRATORY FAILURE,23
lorlatinib,DIABETES MELLITUS,22
lorlatinib,DYSARTHRIA,22
lorlatinib,METASTASES TO LIVER,22
lorlatinib,ABDOMINAL DISTENSION,21
lorlatinib,ABDOMINAL PAIN,21
lorlatinib,CEREBRAL INFARCTION,21
lorlatinib,DEEP VEIN THROMBOSIS,21
enzalutamide,FATIGUE,9101
enzalutamide,DEATH,7482
enzalutamide,MALIGNANT NEOPLASM PROGRESSION,5117
enzalutamide,PROSTATIC SPECIFIC ANTIGEN INCREASED,4005
enzalutamide,DRUG INEFFECTIVE,3883
enzalutamide,ASTHENIA,3682
enzalutamide,DECREASED APPETITE,3184
enzalutamide,NAUSEA,3088
enzalutamide,HOT FLUSH,3008
enzalutamide,DIZZINESS,2829
enzalutamide,DIARRHOEA,2598
enzalutamide,BACK PAIN,2106
enzalutamide,UNDERDOSE,1975
enzalutamide,ARTHRALGIA,1893
enzalutamide,CONSTIPATION,1633
enzalutamide,WEIGHT DECREASED,1630
enzalutamide,FALL,1606
enzalutamide,HEADACHE,1527
enzalutamide,PAIN,1502
enzalutamide,MALAISE,1442
enzalutamide,DYSPNOEA,1340
enzalutamide,PERIPHERAL SWELLING,1241
enzalutamide,DYSPHAGIA,1236
enzalutamide,INSOMNIA,1225
enzalutamide,VOMITING,1184
enzalutamide,PAIN IN EXTREMITY,1117
enzalutamide,DRUG DOSE OMISSION,937
enzalutamide,ABDOMINAL DISCOMFORT,924
enzalutamide,SOMNOLENCE,923
enzalutamide,MUSCULAR WEAKNESS,918
enzalutamide,OFF LABEL USE,880
enzalutamide,MYALGIA,873
enzalutamide,CONFUSIONAL STATE,851
enzalutamide,GAIT DISTURBANCE,771
enzalutamide,MEMORY IMPAIRMENT,763
enzalutamide,FEELING ABNORMAL,747
enzalutamide,PROSTATE CANCER,743
enzalutamide,RASH,737
enzalutamide,BONE PAIN,724
enzalutamide,ANAEMIA,715
enzalutamide,DRUG INTERACTION,712
enzalutamide,URINARY TRACT INFECTION,696
enzalutamide,PNEUMONIA,668
enzalutamide,HYPERTENSION,627
enzalutamide,BLOOD PRESSURE INCREASED,625
enzalutamide,TREATMENT NONCOMPLIANCE,606
enzalutamide,BALANCE DISORDER,605
enzalutamide,CEREBROVASCULAR ACCIDENT,589
enzalutamide,PRODUCT SIZE ISSUE,588
enzalutamide,DYSGEUSIA,571
enzalutamide,HYPOAESTHESIA,568
enzalutamide,HYPERHIDROSIS,541
enzalutamide,ABDOMINAL PAIN UPPER,531
enzalutamide,ANXIETY,530
enzalutamide,PARAESTHESIA,512
enzalutamide,DEHYDRATION,511
enzalutamide,PRURITUS,511
enzalutamide,DEPRESSION,509
enzalutamide,GENERAL PHYSICAL HEALTH DETERIORATION,503
enzalutamide,NEUROPATHY PERIPHERAL,490
enzalutamide,HOSPITALISATION,478
enzalutamide,OEDEMA PERIPHERAL,465
enzalutamide,SEIZURE,462
enzalutamide,VISION BLURRED,462
enzalutamide,PYREXIA,459
enzalutamide,METASTASES TO BONE,457
enzalutamide,COUGH,443
enzalutamide,AMNESIA,430
enzalutamide,MUSCLE SPASMS,421
enzalutamide,LOSS OF CONSCIOUSNESS,419
enzalutamide,JOINT SWELLING,388
enzalutamide,CHEST PAIN,387
enzalutamide,WEIGHT INCREASED,379
enzalutamide,INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,376
enzalutamide,PRODUCT STORAGE ERROR,372
enzalutamide,MYOCARDIAL INFARCTION,368
enzalutamide,NASOPHARYNGITIS,367
enzalutamide,TREMOR,364
enzalutamide,MUSCULOSKELETAL PAIN,362
enzalutamide,POLLAKIURIA,357
enzalutamide,HAEMOGLOBIN DECREASED,347
enzalutamide,CONDITION AGGRAVATED,332
enzalutamide,CARDIAC FAILURE,325
enzalutamide,ABDOMINAL PAIN,319
enzalutamide,BLOOD URINE PRESENT,314
enzalutamide,HYPOTENSION,310
enzalutamide,ATRIAL FIBRILLATION,308
enzalutamide,HALLUCINATION,304
enzalutamide,PRODUCT DOSE OMISSION,303
enzalutamide,VISUAL IMPAIRMENT,301
enzalutamide,PRODUCT USE COMPLAINT,295
enzalutamide,ALOPECIA,294
enzalutamide,DISEASE PROGRESSION,292
enzalutamide,LETHARGY,292
enzalutamide,HAEMATURIA,286
enzalutamide,PROSTATE CANCER METASTATIC,283
enzalutamide,PRODUCT AVAILABILITY ISSUE,280
enzalutamide,DYSPEPSIA,277
enzalutamide,DRUG INTOLERANCE,274
enzalutamide,PLATELET COUNT DECREASED,266
afatinib,DIARRHOEA,2071
afatinib,MALIGNANT NEOPLASM PROGRESSION,1646
afatinib,RASH,851
afatinib,DEATH,519
afatinib,NAUSEA,482
afatinib,STOMATITIS,481
afatinib,DECREASED APPETITE,444
afatinib,VOMITING,413
afatinib,PARONYCHIA,345
afatinib,DEHYDRATION,335
afatinib,FATIGUE,293
afatinib,METASTASES TO CENTRAL NERVOUS SYSTEM,265
afatinib,OFF LABEL USE,254
afatinib,ASTHENIA,239
afatinib,DYSPNOEA,212
afatinib,WEIGHT DECREASED,206
afatinib,DRUG INEFFECTIVE,200
afatinib,PNEUMONIA,196
afatinib,DRY SKIN,195
afatinib,PLEURAL EFFUSION,183
afatinib,DISEASE PROGRESSION,174
afatinib,PYREXIA,164
afatinib,ACNE,163
afatinib,PRURITUS,154
afatinib,INTERSTITIAL LUNG DISEASE,152
afatinib,DERMATITIS ACNEIFORM,145
afatinib,ALOPECIA,133
afatinib,EPISTAXIS,133
afatinib,DRUG RESISTANCE,128
afatinib,CONSTIPATION,116
afatinib,COUGH,116
afatinib,ANAEMIA,114
afatinib,DIZZINESS,114
